"","scenario","type","method1","method2","distance","pValue"
"367","324","IMPACT","centertogrid","weighted",NA,0.0439171652542839
"368","324","OCCURRENCE","centertogrid","weighted",NA,0.190063447627177
"369","324","IMPACT","reachedgrid","weighted",NA,0.0247461963511193
"370","324","OCCURRENCE","reachedgrid","weighted",NA,0.0676699199700744
"371","324","IMPACT","pooling","weighted",NA,7.6520099145938e-13
"372","324","OCCURRENCE","pooling","weighted",NA,2.00218885915149e-13
"373","326","IMPACT","classic","weighted",NA,0.00481754807108506
"374","326","OCCURRENCE","classic","weighted",NA,0.00548549417880704
"375","326","IMPACT","area","weighted",NA,0.460397787152686
"376","326","OCCURRENCE","area","weighted",NA,0.49459186220255
"377","326","IMPACT","center","weighted",NA,0.654480794492091
"378","326","OCCURRENCE","center","weighted",NA,0.694543785956134
"379","326","IMPACT","centertogrid","weighted",NA,0.0368969443583202
"380","326","OCCURRENCE","centertogrid","weighted",NA,0.0667794238991226
"381","326","IMPACT","reachedgrid","weighted",NA,0.0442190895877981
"382","326","OCCURRENCE","reachedgrid","weighted",NA,0.0309828597027262
"383","326","IMPACT","pooling","weighted",NA,2.90634183386373e-16
"384","326","OCCURRENCE","pooling","weighted",NA,1.77524661637563e-17
"385","327","IMPACT","classic","weighted",NA,0.00401594273301167
"386","327","OCCURRENCE","classic","weighted",NA,7.07191238352054e-05
"387","327","IMPACT","area","weighted",NA,0.541354338206526
"388","327","OCCURRENCE","area","weighted",NA,0.52835826225949
"389","327","IMPACT","center","weighted",NA,0.587504203156283
"390","327","OCCURRENCE","center","weighted",NA,0.655371395968723
"391","327","IMPACT","centertogrid","weighted",NA,0.0178370345435847
"392","327","OCCURRENCE","centertogrid","weighted",NA,0.00234097714595133
"393","327","IMPACT","reachedgrid","weighted",NA,0.024875129365115
"394","327","OCCURRENCE","reachedgrid","weighted",NA,0.0145938800070733
"395","327","IMPACT","pooling","weighted",NA,3.81102260860189e-14
"396","327","OCCURRENCE","pooling","weighted",NA,1.15080722729033e-14
"397","328","IMPACT","classic","weighted",NA,0.00361068220596577
"398","328","OCCURRENCE","classic","weighted",NA,0.00819871471417438
"399","328","IMPACT","area","weighted",NA,0.452146622580949
"400","328","OCCURRENCE","area","weighted",NA,0.542345738750658
"401","328","IMPACT","center","weighted",NA,0.670796787573768
"402","328","OCCURRENCE","center","weighted",NA,0.70990100709994
"403","328","IMPACT","centertogrid","weighted",NA,0.0444970241401675
"404","328","OCCURRENCE","centertogrid","weighted",NA,0.0126171390320148
"405","328","IMPACT","reachedgrid","weighted",NA,0.0229361908561767
"406","328","OCCURRENCE","reachedgrid","weighted",NA,0.0196715845962397
"407","328","IMPACT","pooling","weighted",NA,1.98681626706332e-14
"408","328","OCCURRENCE","pooling","weighted",NA,3.70751873646213e-14
"409","329","IMPACT","classic","weighted",NA,0.0119208793900482
"410","329","OCCURRENCE","classic","weighted",NA,0.00426469988131213
"411","329","IMPACT","area","weighted",NA,0.513268890489346
"412","329","OCCURRENCE","area","weighted",NA,0.5390926755742
"413","329","IMPACT","center","weighted",NA,0.68649300522226
"414","329","OCCURRENCE","center","weighted",NA,0.646020804204052
