"","scenario","type","method1","method2","distance","pValue"
"313","295","IMPACT","area","weighted",2.3267,NA
"314","295","OCCURRENCE","area","weighted",1.0652,NA
"315","295","IMPACT","area","pooling",17.1645,NA
"316","295","OCCURRENCE","area","pooling",16.3634,NA
"317","295","IMPACT","center","centertogrid",4.4178,NA
"318","295","OCCURRENCE","center","centertogrid",4.25,NA
"319","295","IMPACT","center","reachedgrid",6.3644,NA
"320","295","OCCURRENCE","center","reachedgrid",4.8772,NA
"321","295","IMPACT","center","weighted",2.9285,NA
"322","295","OCCURRENCE","center","weighted",1.309,NA
"323","295","IMPACT","center","pooling",13.4151,NA
"324","295","OCCURRENCE","center","pooling",15.996,NA
"325","295","IMPACT","centertogrid","reachedgrid",3.4155,NA
"326","295","OCCURRENCE","centertogrid","reachedgrid",1.9869,NA
"327","295","IMPACT","centertogrid","weighted",5.8888,NA
"328","295","OCCURRENCE","centertogrid","weighted",4.7833,NA
"329","295","IMPACT","centertogrid","pooling",14.4422,NA
"330","295","OCCURRENCE","centertogrid","pooling",16.7998,NA
"331","295","IMPACT","reachedgrid","weighted",5.2617,NA
"332","295","OCCURRENCE","reachedgrid","weighted",4.7437,NA
"333","295","IMPACT","reachedgrid","pooling",17.1463,NA
"334","295","OCCURRENCE","reachedgrid","pooling",16.9277,NA
"335","295","IMPACT","weighted","pooling",16.2111,NA
"336","295","OCCURRENCE","weighted","pooling",15.7055,NA
"337","296","IMPACT","classic","area",6.451,NA
"338","296","OCCURRENCE","classic","area",10.7294,NA
"339","296","IMPACT","classic","center",6.6375,NA
"340","296","OCCURRENCE","classic","center",10.5607,NA
"341","296","IMPACT","classic","centertogrid",5.7143,NA
"342","296","OCCURRENCE","classic","centertogrid",10.8571,NA
"343","296","IMPACT","classic","reachedgrid",5.8132,NA
"344","296","OCCURRENCE","classic","reachedgrid",9.5541,NA
"345","296","IMPACT","classic","weighted",6.4571,NA
"346","296","OCCURRENCE","classic","weighted",10.0973,NA
"347","296","IMPACT","classic","pooling",19.6821,NA
"348","296","OCCURRENCE","classic","pooling",14.4435,NA
"349","296","IMPACT","area","center",5.0434,NA
"350","296","OCCURRENCE","area","center",1.6328,NA
"351","296","IMPACT","area","centertogrid",7.2974,NA
"352","296","OCCURRENCE","area","centertogrid",5.0802,NA
"353","296","IMPACT","area","reachedgrid",5.2069,NA
"354","296","OCCURRENCE","area","reachedgrid",5.2034,NA
"355","296","IMPACT","area","weighted",2.7114,NA
"356","296","OCCURRENCE","area","weighted",1.2357,NA
"357","296","IMPACT","area","pooling",21.7595,NA
"358","296","OCCURRENCE","area","pooling",19.9483,NA
"359","296","IMPACT","center","centertogrid",4.5232,NA
"360","296","OCCURRENCE","center","centertogrid",4.5214,NA
"361","296","IMPACT","center","reachedgrid",6.6237,NA
"362","296","OCCURRENCE","center","reachedgrid",4.8404,NA
"363","296","IMPACT","center","weighted",3.1209,NA
"364","296","OCCURRENCE","center","weighted",1.3697,NA
"365","296","IMPACT","center","pooling",18.6137,NA
"366","296","OCCURRENCE","center","pooling",20.2988,NA
"367","296","IMPACT","centertogrid","reachedgrid",5.9817,NA
"368","296","OCCURRENCE","centertogrid","reachedgrid",1.6147,NA
"369","296","IMPACT","centertogrid","weighted",6.1795,NA
"370","296","OCCURRENCE","centertogrid","weighted",5.0661,NA
"371","296","IMPACT","centertogrid","pooling",20.3589,NA
"372","296","OCCURRENCE","centertogrid","pooling",20.7767,NA
"373","296","IMPACT","reachedgrid","weighted",5.3709,NA
"374","296","OCCURRENCE","reachedgrid","weighted",5.041,NA
"375","296","IMPACT","reachedgrid","pooling",21.3684,NA
"376","296","OCCURRENCE","reachedgrid","pooling",20.663,NA
"377","296","IMPACT","weighted","pooling",19.7933,NA
"378","296","OCCURRENCE","weighted","pooling",20.4372,NA
"379","298","IMPACT","classic","area",7.1948,NA
"380","298","OCCURRENCE","classic","area",10.5683,NA
"381","298","IMPACT","classic","center",7.7481,NA
"382","298","OCCURRENCE","classic","center",13.1847,NA
"383","298","IMPACT","classic","centertogrid",7.5803,NA
"384","298","OCCURRENCE","classic","centertogrid",13.4328,NA
"385","298","IMPACT","classic","reachedgrid",6.687,NA
"386","298","OCCURRENCE","classic","reachedgrid",11.3123,NA
"387","298","IMPACT","classic","weighted",7.3606,NA
"388","298","OCCURRENCE","classic","weighted",12.8937,NA
"389","298","IMPACT","classic","pooling",15.9251,NA
"390","298","OCCURRENCE","classic","pooling",18.477,NA
"391","298","IMPACT","area","center",2.3331,NA
"392","298","OCCURRENCE","area","center",4.1269,NA
"393","298","IMPACT","area","centertogrid",5.5827,NA
"394","298","OCCURRENCE","area","centertogrid",6.1409,NA
"395","298","IMPACT","area","reachedgrid",5.1751,NA
"396","298","OCCURRENCE","area","reachedgrid",5.1058,NA
"397","298","IMPACT","area","weighted",0.5279,NA
"398","298","OCCURRENCE","area","weighted",3.296,NA
"399","298","IMPACT","area","pooling",20.636,NA
"400","298","OCCURRENCE","area","pooling",18.2147,NA
"401","298","IMPACT","center","centertogrid",4.5488,NA
"402","298","OCCURRENCE","center","centertogrid",4.2444,NA
"403","298","IMPACT","center","reachedgrid",5.4224,NA
"404","298","OCCURRENCE","center","reachedgrid",5.1222,NA
"405","298","IMPACT","center","weighted",2.2945,NA
"406","298","OCCURRENCE","center","weighted",1.6215,NA
"407","298","IMPACT","center","pooling",20.8373,NA
"408","298","OCCURRENCE","center","pooling",17.0697,NA
"409","298","IMPACT","centertogrid","reachedgrid",4.1805,NA
"410","298","OCCURRENCE","centertogrid","reachedgrid",2.6781,NA
"411","298","IMPACT","centertogrid","weighted",5.5812,NA
"412","298","OCCURRENCE","centertogrid","weighted",5.1471,NA
"413","298","IMPACT","centertogrid","pooling",22.0917,NA
"414","298","OCCURRENCE","centertogrid","pooling",17.538,NA
"415","298","IMPACT","reachedgrid","weighted",5.3907,NA
"416","298","OCCURRENCE","reachedgrid","weighted",4.9774,NA
"417","298","IMPACT","reachedgrid","pooling",21.8998,NA
"418","298","OCCURRENCE","reachedgrid","pooling",17.1938,NA
"419","298","IMPACT","weighted","pooling",20.8354,NA
"420","298","OCCURRENCE","weighted","pooling",17.2938,NA
