"","scenario","type","group","method","impact_Median","impact_StandardDeviation","impact_Mean","impact_FirstQuartile","impact_ThirdQuartile","impact_InterquartileRange","impact_Minimum","impact_Maximum","impact_Range","occurrence_Median","occurrence_StandardDeviation","occurrence_Mean","occurrence_FirstQuartile","occurrence_ThirdQuartile","occurrence_InterquartileRange","occurrence_Minimum","occurrence_Maximum","occurrence_Range"
"1404","303","Risiko","non core team","graphic grid reached",70,24.06,64.78,50,90,40,10,90,80,50,23.53,55.68,30,70,40,10,90,80
"1405","303","Risiko","non core team","graphic areas",69,22.45,64.56,49.25,82.5,33.25,0.75,100,99.25,53.75,22.36,56.16,38,76,38,1.75,100,98.25
"1406","303","Risiko","non core team","weighted",72.75,19.91,68.96,56.5,84.5,28,0.75,100,99.25,54,22.3,56.87,38.25,77.25,39,1.75,100,98.25
"1407","303","Risiko","non core team","pooling ",80.07,0.29,80.07,79.88,80.27,0.39,79.2,80.94,1.74,57.95,0.21,57.95,57.8,58.09,0.29,57.31,58.58,1.27
"1408","304","Risiko","non core team","classic",70,15.57,59.76,50,70,20,30,90,60,70,18.77,63.17,50,70,20,30,90,60
"1409","304","Risiko","non core team","graphic center to grid",70,23.53,60.5,50,75,25,10,90,80,50,26.87,56,30,75,45,10,90,80
"1410","304","Risiko","non core team","graphic center",64.88,22.66,59.51,43.75,79.75,36,13,94,81,57.62,24.9,54.21,29.12,77.25,48.12,14.38,92.88,78.5
"1411","304","Risiko","non core team","graphic grid reached",50,25.01,56.51,30,70,40,10,90,80,50,25.91,54.32,30,70,40,10,90,80
"1412","304","Risiko","non core team","graphic areas",59.5,23.77,57.41,38.75,77,38.25,1.75,100,98.25,53.62,24.66,52.05,30.5,74.5,44,1,98,97
"1413","304","Risiko","non core team","weighted",62.5,23.78,58.74,39.75,78.25,38.5,1.75,100,98.25,55.5,24.44,53.27,31.75,75.5,43.75,1,98,97
"1414","304","Risiko","non core team","pooling ",62.58,0.36,62.58,62.34,62.82,0.48,61.52,63.65,2.13,56.14,0.19,56.14,56.01,56.27,0.26,55.56,56.72,1.16
"1415","305","Risiko","non core team","classic",70,17.99,70,70,90,20,30,90,60,50,20.11,41.63,30,50,20,10,90,80
"1416","305","Risiko","non core team","graphic center to grid",70,24.01,66.28,50,90,40,10,90,80,30,20.45,29.07,10,50,40,10,90,80
"1417","305","Risiko","non core team","graphic center",74,23.59,65.66,49.44,84.25,34.81,14.12,94.62,80.5,26.88,19.25,31.33,15.94,43.06,27.12,6.38,82.62,76.25
"1418","305","Risiko","non core team","graphic grid reached",70,25.73,61.69,50,90,40,10,90,80,30,21.16,33.58,10,50,40,10,90,80
"1419","305","Risiko","non core team","graphic areas",68.25,24.54,62.75,44.75,83,38.25,3.5,100,96.5,29.25,20.45,33.65,16.5,49.88,33.38,0.75,91.25,90.5
"1420","305","Risiko","non core team","weighted",70.75,24.05,64.96,48.25,84.5,36.25,3.5,100,96.5,27.75,20.23,32.87,16,49,33,0.75,91.25,90.5
"1421","305","Risiko","non core team","pooling ",70.45,0.24,70.45,70.29,70.61,0.32,69.73,71.16,1.43,28.12,0.17,28.12,28,28.23,0.23,27.61,28.63,1.01
"1422","306","Risiko","non core team","classic",70,14.47,71.03,70,80,10,30,90,60,50,21.61,45.9,30,60,30,10,90,80
"1423","306","Risiko","non core team","graphic center to grid",70,21.42,72.05,60,90,30,30,90,60,30,19.55,36.15,30,50,20,10,90,80
"1424","306","Risiko","non core team","graphic center",79.38,19.75,72.76,59.31,87.81,28.5,28,95.25,67.25,33.5,19.87,36.07,20.94,47.62,26.69,5.12,93.25,88.12
"1425","306","Risiko","non core team","graphic grid reached",70,24.34,66.19,50,90,40,10,90,80,30,21.37,36.18,25,50,25,10,90,80
"1426","306","Risiko","non core team","graphic areas",70.75,23.99,64.8,47.5,84.5,37,1.75,100,98.25,36,21.35,38.05,22.25,49,26.75,0,100,100
"1427","306","Risiko","non core team","weighted",76.25,22.01,70.04,56.25,87.25,31,1.75,100,98.25,34.5,19.53,35.43,20.75,46.25,25.5,0,100,100
"1428","306","Risiko","non core team","pooling ",84.49,0.3,84.49,84.28,84.69,0.41,83.58,85.39,1.81,38.63,0.2,38.63,38.5,38.77,0.27,38.03,39.23,1.2
"1429","307","Risiko","non core team","classic",70,17.14,61.9,50,70,20,10,90,80,50,19.21,53.33,50,70,20,10,90,80
"1430","307","Risiko","non core team","graphic center to grid",70,15.61,70.48,50,90,40,50,90,40,50,20.7,49.05,30,65,35,10,90,80
"1431","307","Risiko","non core team","graphic center",69.75,14.04,69.47,59.38,83.5,24.12,42.5,90.88,48.38,49.75,19.78,48.31,35.41,60.56,25.16,7.75,85.62,77.88
"1432","307","Risiko","non core team","graphic grid reached",70,20.09,66.3,50,90,40,10,90,80,50,21.73,49.73,30,70,40,10,90,80
"1433","307","Risiko","non core team","graphic areas",67.75,18.92,65.7,54.5,79.75,25.25,4,100,96,50.5,19.85,49.45,36.75,62.19,25.44,0,93.75,93.75
"1434","307","Risiko","non core team","weighted",70,16.68,68.68,57.5,81.25,23.75,4,100,96,50,20.08,48.66,35.5,61.25,25.75,0,93.75,93.75
"1435","307","Risiko","non core team","pooling ",64.48,0.28,64.48,64.29,64.67,0.37,63.65,65.31,1.66,50.65,0.2,50.65,50.52,50.79,0.27,50.04,51.26,1.22
"1436","308","Risiko","non core team","classic",70,16.73,60.81,50,70,20,30,90,60,30,22.42,39.73,30,50,20,10,90,80
"1437","308","Risiko","non core team","graphic center to grid",50,24.2,57.57,30,70,40,10,90,80,30,25.84,36.49,10,50,40,10,90,80
"1438","308","Risiko","non core team","graphic center",57.38,22.09,56.49,38.5,75.88,37.38,18.5,89.38,70.88,34.12,22.65,38.7,17.62,51,33.38,11.75,85,73.25
"1439","308","Risiko","non core team","graphic grid reached",50,25.9,52.35,30,70,40,10,90,80,30,24.55,40.29,30,50,20,10,90,80
"1440","308","Risiko","non core team","graphic areas",50.75,23.87,52.55,32.75,73.75,41,1.75,100,98.25,36.75,21.93,40.57,22.75,55.25,32.5,1,92,91
"1441","308","Risiko","non core team","weighted",53,24.02,54.24,34,76,42,1.75,100,98.25,36,22.36,40.24,21.5,55,33.5,1,92,91
"1442","308","Risiko","non core team","pooling ",65.45,0.24,65.45,65.29,65.61,0.32,64.74,66.16,1.43,34.76,0.22,34.76,34.62,34.91,0.29,34.11,35.41,1.3
"1443","309","Chance","non core team","classic",70,15.39,67,70,70,0,10,90,80,70,16.26,66.5,65,70,5,10,90,80
"1444","309","Chance","non core team","graphic center to grid",70,21.43,63.5,50,90,40,10,90,80,70,23.72,64.87,50,90,40,10,90,80
"1445","309","Chance","non core team","graphic center",63.06,19.06,63.5,50.72,82,31.28,8.5,90.25,81.75,66.88,21.3,65.29,53.16,82.59,29.44,8.75,91.5,82.75
"1446","309","Chance","non core team","graphic grid reached",70,23.37,59.21,50,70,20,10,90,80,70,22,64.85,50,90,40,10,90,80
"1447","309","Chance","non core team","graphic areas",60.75,21.75,59.97,45.25,77.75,32.5,1.5,100,98.5,64.25,22.44,62.31,50.75,81.5,30.75,1.25,100,98.75
"1448","309","Chance","non core team","weighted",62.75,20.94,62.34,48.75,80,31.25,1.5,100,98.5,64.25,22.42,62.36,50.75,82,31.25,1.25,100,98.75
"1449","309","Chance","non core team","pooling ",71.44,0.25,71.44,71.27,71.62,0.34,70.69,72.2,1.52,74.56,0.19,74.56,74.43,74.69,0.25,74,75.13,1.13
"1450","310","Risiko","non core team","classic",70,21.82,68.05,70,90,20,10,90,80,30,19.69,28.54,10,30,20,10,90,80
"1451","310","Risiko","non core team","graphic center to grid",70,25.86,63.66,50,90,40,10,90,80,10,14.9,20.73,10,30,20,10,50,40
"1452","310","Risiko","non core team","graphic center",70.38,24.54,64.1,48.62,83.62,35,5.38,96.88,91.5,16.38,15.14,21.66,10.5,28.25,17.75,5.38,59.75,54.38
"1453","310","Risiko","non core team","graphic grid reached",70,25.17,60.91,50,90,40,10,90,80,30,18.35,25.16,10,30,20,10,90,80
"1454","310","Risiko","non core team","graphic areas",63.75,24.7,60.66,44.75,81.25,36.5,0,100,100,20.25,20.06,25.83,11,33.75,22.75,0,95.75,95.75
"1455","310","Risiko","non core team","weighted",67,24.35,63.01,48,82.75,34.75,0,100,100,18.25,16.71,22.52,10.25,29.25,19,0,95.75,95.75
"1456","310","Risiko","non core team","pooling ",75.14,0.27,75.14,74.95,75.32,0.36,74.33,75.94,1.61,19.77,0.16,19.77,19.66,19.88,0.22,19.28,20.26,0.98
"1457","311","Risiko","non core team","classic",90,14.21,79.27,70,90,20,50,90,40,30,22.11,36.34,30,50,20,10,90,80
"1458","311","Risiko","non core team","graphic center to grid",90,20.87,74.88,70,90,20,10,90,80,30,18.01,33.9,30,50,20,10,70,60
"1459","311","Risiko","non core team","graphic center",81,19.01,74.13,62.25,88.25,26,18.88,95.88,77,31.5,18.01,33.8,20.12,45.88,25.75,8.38,74.12,65.75
"1460","311","Risiko","non core team","graphic grid reached",70,23.29,68.14,50,90,40,10,90,80,30,20.11,35.92,30,50,20,10,90,80
"1461","311","Risiko","non core team","graphic areas",75,22.66,69.02,55,87,32,3.5,100,96.5,35.88,20.31,37.89,22.25,50.44,28.19,1.5,94.75,93.25
"1462","311","Risiko","non core team","weighted",78.25,20.86,72.63,61.75,88.5,26.75,3.5,100,96.5,34.5,19.61,36.42,21.25,48.75,27.5,1.5,94.75,93.25
"1463","311","Risiko","non core team","pooling ",77.03,0.29,77.03,76.83,77.22,0.39,76.16,77.9,1.74,34.16,0.18,34.16,34.03,34.28,0.25,33.6,34.71,1.11
"1464","312","Risiko","non core team","classic",50,16.01,61.35,50,70,20,30,90,60,50,20.74,42.43,30,50,20,10,90,80
"1465","312","Risiko","non core team","graphic center to grid",50,23.38,59.19,50,70,20,10,90,80,30,24.7,38.11,10,50,40,10,90,80
"1466","312","Risiko","non core team","graphic center",59.75,22.1,59.54,49,79.12,30.12,13.5,91.5,78,31.62,23.23,38.69,19.5,51,31.5,5.12,89,83.88
"1467","312","Risiko","non core team","graphic grid reached",50,25.66,54.81,30,70,40,10,90,80,30,24.49,39.35,30,50,20,10,90,80
"1468","312","Risiko","non core team","graphic areas",55.75,23.6,55.09,37.25,73,35.75,4,100,96,35.25,24.74,41.17,21.5,60.5,39,0,100,100
"1469","312","Risiko","non core team","weighted",57.25,23.04,56.91,40.75,74.5,33.75,4,100,96,33.25,23.68,39.28,21,55.75,34.75,0,100,100
"1470","312","Risiko","non core team","pooling ",74.73,0.28,74.73,74.54,74.92,0.37,73.9,75.56,1.66,37.58,0.23,37.58,37.42,37.73,0.31,36.88,38.27,1.4
"1471","313","Risiko","non core team","classic",70,13.25,74.88,70,90,20,50,90,40,50,20,50,50,70,20,10,90,80
"1472","313","Risiko","non core team","graphic center to grid",70,18.7,69.51,50,90,40,30,90,60,50,27.64,47.56,30,70,40,10,90,80
"1473","313","Risiko","non core team","graphic center",74.5,17.39,70.88,55.88,84,28.12,31.75,97.12,65.38,47.38,25.65,47.54,26.12,65.25,39.12,5.75,89.62,83.88
"1474","313","Risiko","non core team","graphic grid reached",70,21.98,66.36,50,90,40,10,90,80,50,25.59,47.53,30,70,40,10,90,80
"1475","313","Risiko","non core team","graphic areas",69.75,21.43,66.25,52,83.5,31.5,2.75,100,97.25,49,25.95,49.44,28.25,71.5,43.25,1.25,100,98.75
"1476","313","Risiko","non core team","weighted",72.5,19.18,69.54,56.5,85.25,28.75,2.75,100,97.25,49.25,25.92,49.34,28.25,71.25,43,1.25,100,98.75
"1477","313","Risiko","non core team","pooling ",67.75,0.24,67.75,67.59,67.92,0.33,67.02,68.49,1.46,43.59,0.21,43.59,43.45,43.73,0.29,42.95,44.23,1.28
"1478","314","Risiko","non core team","classic",50,13.86,55.41,50,70,20,30,90,60,50,18.22,51.08,30,70,40,10,90,80
"1479","314","Risiko","non core team","graphic center to grid",50,20.8,58.11,50,70,20,10,90,80,50,23.12,43.51,30,50,20,10,90,80
"1480","314","Risiko","non core team","graphic center",59,18.98,58.33,47.38,72.5,25.12,18.88,93,74.12,42,22.11,44.53,28.5,59.25,30.75,9,86.88,77.88
"1481","314","Risiko","non core team","graphic grid reached",50,23.09,56.67,50,70,20,10,90,80,50,24.99,47.61,30,70,40,10,90,80
"1482","314","Risiko","non core team","graphic areas",56.75,22.71,55.19,38.12,73.25,35.12,1.5,99.75,98.25,46.5,22.67,46.73,30.75,63.5,32.75,1.25,93.25,92
"1483","314","Risiko","non core team","weighted",58.25,21.95,56.89,41.25,74,32.75,1.5,99.75,98.25,46,22.82,46.33,30.25,63,32.75,1.25,93.25,92
"1484","314","Risiko","non core team","pooling ",63.14,0.28,63.14,62.95,63.33,0.38,62.3,63.98,1.69,41.74,0.21,41.74,41.6,41.88,0.28,41.12,42.37,1.25
"1485","315","Risiko","non core team","classic",50,17.67,56.83,50,70,20,10,90,80,30,18.31,37.32,30,50,20,10,70,60
"1486","315","Risiko","non core team","graphic center to grid",70,19.54,60.73,50,70,20,10,90,80,30,19.27,32.93,10,50,40,10,70,60
"1487","315","Risiko","non core team","graphic center",62.5,17.46,60.37,49.25,72.75,23.5,18.5,88.88,70.38,32.5,17.8,34.25,18.12,50.12,32,9.25,66.5,57.25
"1488","315","Risiko","non core team","graphic grid reached",70,22.68,58.28,50,70,20,10,90,80,30,20.61,35.8,10,50,40,10,90,80
"1489","315","Risiko","non core team","graphic areas",59.25,21.64,57.54,42,74.25,32.25,0.5,100,99.5,40.5,19.79,39.01,20.75,53.69,32.94,2.5,95.5,93
"1490","315","Risiko","non core team","weighted",60.75,20.8,59.04,44.75,75,30.25,0.5,100,99.5,37.75,19.06,37.31,19.5,52.5,33,2.5,95.5,93
"1491","315","Risiko","non core team","pooling ",56.83,0.04,56.83,56.81,56.86,0.06,56.71,56.96,0.25,28.06,0.21,28.06,27.92,28.2,0.28,27.44,28.68,1.25
"1492","316","Risiko","non core team","classic",90,13.01,79.73,70,90,20,50,90,40,50,19.06,42.43,30,50,20,10,70,60
"1493","316","Risiko","non core team","graphic center to grid",70,19.97,71.08,50,90,40,30,90,60,30,23.74,37.57,10,50,40,10,90,80
"1494","316","Risiko","non core team","graphic center",78.75,20.14,71.36,55.5,86.25,30.75,23.12,98.12,75,31.75,22.91,37.46,18.62,53.12,34.5,7.12,85.5,78.38
"1495","316","Risiko","non core team","graphic grid reached",70,23.47,65.68,50,90,40,10,90,80,30,24.4,38.75,10,50,40,10,90,80
"1496","316","Risiko","non core team","graphic areas",72.25,24.14,65.61,48.5,85.25,36.75,4.25,100,95.75,31,23.24,36.01,17.5,52,34.5,0,94.75,94.75
"1497","316","Risiko","non core team","weighted",76.5,22.45,69.76,54,87.5,33.5,4.25,100,95.75,30.5,23.11,35.45,16.75,51.25,34.5,0,94.75,94.75
"1498","316","Risiko","non core team","pooling ",77.42,0.26,77.42,77.25,77.6,0.35,76.65,78.2,1.55,47.49,0.19,47.49,47.36,47.62,0.26,46.92,48.07,1.15
"1499","317","Chance","non core team","classic",70,16.7,69.02,70,70,0,30,90,60,70,13.38,70.98,70,70,0,30,90,60
"1500","317","Chance","non core team","graphic center to grid",70,18.2,67.07,50,90,40,30,90,60,70,18.74,72.93,70,90,20,10,90,80
"1501","317","Chance","non core team","graphic center",68.62,16.27,67.27,55.88,82.75,26.88,22.5,89.88,67.38,76.88,16.86,72.2,61.12,86.75,25.62,17.62,92.12,74.5
"1502","317","Chance","non core team","graphic grid reached",70,21.78,63.75,50,75,25,10,90,80,70,18.92,69.41,50,90,40,10,90,80
"1503","317","Chance","non core team","graphic areas",64.75,20.98,63.29,50.75,80.25,29.5,2.5,99.5,97,71.5,19.44,68.88,56.5,85,28.5,0.5,98.5,98
"1504","317","Chance","non core team","weighted",67.25,19.46,66.1,54,82,28,2.5,99.5,97,72.75,18.92,69.76,57,85.5,28.5,0.5,98.5,98
"1505","317","Chance","non core team","pooling ",75.82,0.27,75.82,75.64,76,0.36,75.02,76.61,1.59,73.17,0.2,73.17,73.04,73.3,0.26,72.58,73.76,1.18
"1506","318","Risiko","non core team","classic",70,12.55,69.49,70,70,0,30,90,60,50,17.4,51.54,50,70,20,10,90,80
"1507","318","Risiko","non core team","graphic center to grid",70,17.4,71.54,70,90,20,30,90,60,50,25.93,44.36,30,60,30,10,90,80
"1508","318","Risiko","non core team","graphic center",73,16.45,70.96,61.06,84.94,23.88,33.12,93.38,60.25,41.38,25.24,43.53,22.81,63.62,40.81,6.38,88.5,82.12
"1509","318","Risiko","non core team","graphic grid reached",70,22.11,66.32,50,90,40,10,90,80,50,25.25,45,30,70,40,10,90,80
"1510","318","Risiko","non core team","graphic areas",70,21.68,66,52,83.25,31.25,1.25,100,98.75,44.75,24.8,46.33,25.5,66.75,41.25,1.5,96,94.5
"1511","318","Risiko","non core team","weighted",73.75,19.03,70.13,58.25,85,26.75,1.25,100,98.75,43.25,24.75,45.1,24.5,64.25,39.75,1.5,96,94.5
"1512","318","Risiko","non core team","pooling ",71.59,0.3,71.59,71.38,71.79,0.41,70.67,72.5,1.82,52.04,0.21,52.04,51.9,52.18,0.28,51.41,52.67,1.25
"1513","319","Chance","non core team","classic",70,12.31,71.5,70,70,0,30,90,60,70,13.95,70.5,70,70,0,30,90,60
"1514","319","Chance","non core team","graphic center to grid",70,17.42,68,50,90,40,30,90,60,70,19.72,71,70,90,20,10,90,80
"1515","319","Chance","non core team","graphic center",74.38,17.25,68.27,53.91,80.69,26.78,29.75,96.38,66.62,71,19.4,69.15,61.03,84.34,23.31,8.12,96.38,88.25
"1516","319","Chance","non core team","graphic grid reached",70,22.58,63.1,50,90,40,10,90,80,70,20.89,65.88,50,90,40,10,90,80
"1517","319","Chance","non core team","graphic areas",67.5,21.22,64.69,51,81.75,30.75,1.5,100,98.5,70.75,19.49,67.98,56.5,83.25,26.75,1,100,99
"1518","319","Chance","non core team","weighted",69.75,19.88,66.96,53.75,82.75,29,1.5,100,98.5,71,19.83,67.99,56.25,83.75,27.5,1,100,99
"1519","319","Chance","non core team","pooling ",71.96,0.38,71.96,71.71,72.22,0.51,70.83,73.09,2.26,76.29,0.19,76.29,76.16,76.42,0.26,75.7,76.87,1.17
"1520","320","Risiko","non core team","classic",70,15.99,74.88,70,90,20,30,90,60,50,20.51,55.37,50,70,20,10,90,80
"1521","320","Risiko","non core team","graphic center to grid",70,20.68,71.46,50,90,40,10,90,80,50,24.28,49.51,30,70,40,10,90,80
"1522","320","Risiko","non core team","graphic center",78.5,20.22,71.28,53.25,84.62,31.38,15.5,96.62,81.12,51.5,22.6,49.05,33.38,65,31.62,7.25,90.62,83.38
"1523","320","Risiko","non core team","graphic grid reached",70,24.34,65.4,50,90,40,10,90,80,50,24.09,50.28,30,70,40,10,90,80
"1524","320","Risiko","non core team","graphic areas",71.25,23.71,65.34,49.25,84.5,35.25,2.25,100,97.75,48.25,23.52,48.99,31.75,66.75,35,0,99.5,99.5
"1525","320","Risiko","non core team","weighted",75,22.29,69.05,56,86.25,30.25,2.25,100,97.75,47.5,23.56,48.46,30.75,66.25,35.5,0,99.5,99.5
"1526","320","Risiko","non core team","pooling ",72.87,0.27,72.87,72.69,73.05,0.36,72.07,73.67,1.61,53.22,0.23,53.22,53.06,53.37,0.31,52.52,53.91,1.4
"1527","321","Risiko","non core team","classic",70,18.37,62.2,50,70,20,10,90,80,70,19.56,59.76,50,70,20,10,90,80
"1528","321","Risiko","non core team","graphic center to grid",70,18.61,66.5,50,90,40,30,90,60,50,22.56,56.34,50,70,20,10,90,80
"1529","321","Risiko","non core team","graphic center",62.5,16.86,64.66,51,80.88,29.88,24.12,92.38,68.25,54.88,21.36,56.62,44,71.62,27.62,12.5,93.75,81.25
"1530","321","Risiko","non core team","graphic grid reached",70,20.81,61.72,50,70,20,10,90,80,50,23.27,55.14,30,70,40,10,90,80
"1531","321","Risiko","non core team","graphic areas",61.5,20.67,61.26,48.5,77.75,29.25,1,100,99,53.5,20.66,54.78,40.75,71.5,30.75,1.5,97.25,95.75
"1532","321","Risiko","non core team","weighted",63.25,19.27,63.71,51.25,79.75,28.5,1,100,99,54.25,20.71,55.74,41.5,72.75,31.25,1.5,97.25,95.75
"1533","321","Risiko","non core team","pooling ",67.89,0.3,67.89,67.69,68.09,0.4,67,68.78,1.78,61.94,0.22,61.94,61.79,62.08,0.29,61.29,62.59,1.3
"1534","322","Chance","non core team","classic",70,14.42,71.46,70,90,20,30,90,60,70,11.39,70.49,70,70,0,50,90,40
"1535","322","Chance","non core team","graphic center to grid",70,17.21,68.05,50,90,40,50,90,40,70,19.75,65.61,50,90,40,10,90,80
"1536","322","Chance","non core team","graphic center",71.25,16.23,68.14,53.62,81.12,27.5,40.12,93,52.88,71.75,18.43,66.17,52.62,81.62,29,19,92.38,73.38
"1537","322","Chance","non core team","graphic grid reached",70,21.85,63.85,50,90,40,10,90,80,70,21.24,64.29,50,90,40,10,90,80
"1538","322","Chance","non core team","graphic areas",65.75,21.4,63.88,49.25,81.5,32.25,1.25,100,98.75,64.25,20.06,63.31,50.75,79.25,28.5,1.25,100,98.75
"1539","322","Chance","non core team","weighted",69.25,18.89,67.51,53.25,83.25,30,1.25,100,98.75,64.5,19.88,63.67,50.75,79.5,28.75,1.25,100,98.75
"1540","322","Chance","non core team","pooling ",72.13,0.29,72.13,71.93,72.32,0.39,71.26,72.99,1.73,73.72,0.23,73.72,73.57,73.88,0.31,73.04,74.41,1.36
"1541","323","Chance","non core team","classic",70,13.19,69.5,70,70,0,30,90,60,70,18.39,65.5,50,70,20,10,90,80
"1542","323","Chance","non core team","graphic center to grid",70,16.92,69,50,90,40,30,90,60,70,21.03,63,50,75,25,10,90,80
"1543","323","Chance","non core team","graphic center",66.81,16.54,67.24,57.5,81.5,24,34.25,93.12,58.88,64.75,20.87,62.21,49.34,78.81,29.47,10.62,93,82.38
"1544","323","Chance","non core team","graphic grid reached",70,21.27,62.73,50,70,20,10,90,80,70,22.12,59.28,50,70,20,10,90,80
"1545","323","Chance","non core team","graphic areas",64.25,21.13,62.76,49,79.25,30.25,1,100,99,60.25,21.63,59.54,45.75,75.5,29.75,1.25,100,98.75
"1546","323","Chance","non core team","weighted",66.75,19.42,65.77,53,81.5,28.5,1,100,99,61.75,21.19,60.93,47.5,77,29.5,1.25,100,98.75
"1547","323","Chance","non core team","pooling ",69.43,0.31,69.43,69.22,69.64,0.42,68.5,70.36,1.86,68.22,0.27,68.22,68.04,68.4,0.36,67.42,69.01,1.59
"1548","324","Risiko","non core team","classic",70,12.81,72.35,70,70,0,30,90,60,50,18.66,48.24,30,65,35,10,90,80
"1549","324","Risiko","non core team","graphic center to grid",70,17.15,67.06,55,70,15,30,90,60,40,23.55,42.94,30,65,35,10,90,80
"1550","324","Risiko","non core team","graphic center",69.38,17.86,68.36,60,78.34,18.34,27.25,95.62,68.38,39.25,21.85,43.5,28.75,62.41,33.66,11.88,87.5,75.62
"1551","324","Risiko","non core team","graphic grid reached",70,23.31,62.7,50,85,35,10,90,80,30,23.37,42.5,30,55,25,10,90,80
"1552","324","Risiko","non core team","graphic areas",66,22.9,62,48.75,78.5,29.75,1,100,99,42.5,21.57,45.4,29.25,62.25,33,1.5,93.75,92.25
"1553","324","Risiko","non core team","weighted",69.25,20.81,66.22,56.25,80.5,24.25,1,100,99,41.5,21.48,44.5,28.5,60.25,31.75,1.5,93.75,92.25
"1554","324","Risiko","non core team","pooling ",71.6,0.32,71.6,71.38,71.81,0.43,70.64,72.55,1.91,53.06,0.18,53.06,52.93,53.18,0.25,52.51,53.61,1.1
"1555","325","Chance","non core team","classic",70,12.02,73.9,70,90,20,50,90,40,70,15.09,71.46,70,90,20,30,90,60
"1556","325","Chance","non core team","graphic center to grid",70,17.45,73.9,70,90,20,30,90,60,70,20.39,65.12,50,90,40,10,90,80
"1557","325","Chance","non core team","graphic center",78,16.88,73.89,66.88,86.75,19.88,21.38,96.12,74.75,65.5,20.04,64.34,50,81.75,31.75,15.75,92.25,76.5
"1558","325","Chance","non core team","graphic grid reached",70,23.43,68,50,90,40,10,90,80,70,23.01,61.65,50,90,40,10,90,80
"1559","325","Chance","non core team","graphic areas",73.5,22.25,68.1,55.75,85.25,29.5,1.5,100,98.5,58.38,22.11,58.87,44.25,78,33.75,1.5,98.5,97
"1560","325","Chance","non core team","weighted",77.5,17.49,74.18,65.5,87.25,21.75,1.5,100,98.5,61.5,20.59,61.74,46.75,80.25,33.5,1.5,98.5,97
"1561","325","Chance","non core team","pooling ",71.38,0.27,71.38,71.19,71.56,0.37,70.55,72.2,1.64,76.9,0.25,76.9,76.73,77.07,0.34,76.15,77.65,1.5
"1562","326","Risiko","non core team","classic",50,14.23,60.24,50,70,20,30,90,60,70,14.31,64.15,50,70,20,30,90,60
"1563","326","Risiko","non core team","graphic center to grid",50,19.72,59,50,70,20,10,90,80,70,22.19,63.17,50,90,40,10,90,80
"1564","326","Risiko","non core team","graphic center",57.88,18.79,59.29,49.12,74.62,25.5,14.75,93.62,78.88,68.88,21.18,62.58,44,82.38,38.38,10.5,93.5,83
"1565","326","Risiko","non core team","graphic grid reached",50,22.64,57.36,50,70,20,10,90,80,70,22.63,60.13,50,70,20,10,90,80
"1566","326","Risiko","non core team","graphic areas",55.5,21.09,54.18,39.25,70.25,31,0.75,99,98.25,58.75,22.87,58.64,42.25,78.25,36,0.75,99.25,98.5
"1567","326","Risiko","non core team","weighted",57.75,20.05,56.42,42.5,71.75,29.25,0.75,99,98.25,62.75,21.86,61.11,44.25,79.75,35.5,0.75,99.25,98.5
"1568","326","Risiko","non core team","pooling ",73.48,0.28,73.48,73.28,73.67,0.38,72.63,74.33,1.7,72.09,0.24,72.09,71.93,72.25,0.33,71.36,72.81,1.45
"1569","327","Risiko","non core team","classic",50,13.4,55,50,70,20,30,70,40,50,15.69,50,50,50,0,10,90,80
"1570","327","Risiko","non core team","graphic center to grid",60,16.04,57,50,70,20,30,90,60,50,16.32,44.5,30,50,20,10,70,60
"1571","327","Risiko","non core team","graphic center",60.5,17.39,58.44,48.78,73.53,24.75,21,90.62,69.62,43.75,16.61,42.92,32.97,53.84,20.88,6.75,79.75,73
"1572","327","Risiko","non core team","graphic grid reached",70,22.48,59.33,50,70,20,10,90,80,50,20.62,43.33,30,50,20,10,90,80
"1573","327","Risiko","non core team","graphic areas",60.5,20.93,57.8,43.75,74,30.25,3.5,99,95.5,42.5,19.48,43.04,29,56.25,27.25,0.75,93.5,92.75
"1574","327","Risiko","non core team","weighted",60.75,20.3,58.28,45,74,29,3.5,99,95.5,42.5,18.22,42.9,30,54.25,24.25,0.75,93.5,92.75
"1575","327","Risiko","non core team","pooling ",56.79,0.33,56.79,56.57,57.02,0.45,55.8,57.79,1.99,46.08,0.19,46.08,45.95,46.21,0.25,45.51,46.64,1.13
"1576","328","Risiko","non core team","classic",70,15.57,59.76,50,70,20,10,90,80,50,17.43,52.44,50,70,20,10,90,80
"1577","328","Risiko","non core team","graphic center to grid",70,17.57,63.66,50,70,20,30,90,60,50,23.02,49.51,30,50,20,10,90,80
"1578","328","Risiko","non core team","graphic center",63.75,17.24,62.87,47.38,78.5,31.12,30.38,90.75,60.38,46.38,20.9,48.86,37.5,58.12,20.62,5.5,89.38,83.88
"1579","328","Risiko","non core team","graphic grid reached",70,22.57,60.11,50,70,20,10,90,80,50,22.51,48.46,30,70,40,10,90,80
"1580","328","Risiko","non core team","graphic areas",60,20.57,58.72,44.5,75.25,30.75,2.25,100,97.75,46,20.85,48.47,34.5,60,25.5,1,97,96
"1581","328","Risiko","non core team","weighted",62,19.36,61.24,47.25,77,29.75,2.25,100,97.75,46,20.59,49.09,35.5,59.5,24,1,97,96
